serial_number,website_name,url,title,date,content
1150,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/air-pollution-ban-construction-entry-trucks-continues-says-delhi-govt-1887301-2021-12-13?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Air pollution: Ban on construction, entry of trucks continues, says Delhi govt","UPDATED: Dec 13, 2021 18:13 IST",Listen to Story
1151,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-air-pollution-centre-affidavit-supreme-court-closure-notices-1886266-2021-12-10?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Closure notices issued for violation of pollution norms in Delhi-NCR, Centre tells SC in affidavit","UPDATED: Dec 10, 2021 11:59 IST",Listen to Story
1152,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhis-indoor-pollution-levels-worse-than-outside-way-above-who-limits-study-1885939-2021-12-09?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi's indoor pollution levels worse than outside, way above WHO limits: Study","UPDATED: Dec 9, 2021 15:03 IST",Listen to Story
1153,INDIA TODAY,https://www.indiatoday.in/cities/gurugram/story/air-quality-improves-to-moderate-in-gurugram-after-41-days-1885881-2021-12-09?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Air quality improves to 'moderate' in Gurugram after 41 days,"UPDATED: Dec 9, 2021 13:08 IST",Listen to Story
1154,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-ban-entry-trucks-construction-demolition-activities-air-pollution-1885293-2021-12-07?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi: Ban on entry of trucks, construction and demolition activities to continue","UPDATED: Dec 7, 2021 23:49 IST",Listen to Story
1155,INDIA TODAY,https://www.indiatoday.in/education-today/news/story/air-quality-panel-issues-new-orders-for-delhi-schools-colleges-closed-till-further-notice-1884035-2021-12-04?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Air Quality Panel issues new orders for Delhi; Schools, colleges closed till further notice","UPDATED: Dec 4, 2021 11:34 IST",Listen to Story
1156,INDIA TODAY,https://www.indiatoday.in/india/story/-pollution-serious-delhi-gopal-rai-letter-bhupender-yadav-kejriwal-govt-targets-centre-1883845-2021-12-03?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"'Pollution serious in Delhi': In Gopal Rai's letter to Bhupender Yadav, Kejriwal govt targets Centre","UPDATED: Dec 3, 2021 18:29 IST",Listen to Story
1157,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-air-quality-pollution-supreme-court-uttar-pradesh-pakistan-1883644-2021-12-03?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,'Do you want us to ban industries in Pakistan': Supreme Court asks UP govt,"UPDATED: Dec 3, 2021 14:23 IST",Listen to Story
1158,INDIA TODAY,https://www.indiatoday.in/india/video/polluted-air-pakistan-delhi-up-govt-1883680-2021-12-03?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Polluted air from Pakistan affecting Delhi, says UP govt",,"The Uttar Pradesh government on Friday told the Supreme Court that polluted air from Pakistan affects the air quality in Delhi, adding that the industries in Uttar Pradesh have no role to play in the national capital's pollution. A bench headed by Chief Justice of India NV Ramana was hearing a plea on air pollution in the Delhi-NCR region.
Read More"
1159,INDIA TODAY,https://www.indiatoday.in/india/video/centre-enforcement-task-force-curb-pollution-delhi-1883628-2021-12-03?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Centre sets up 'enforcement task force' to curb pollution in Delhi-NCR | Watch,,"After the Supreme Court's strongly worded directions on taking measures to control pollution in Delhi, the Centre on Friday said it has set up a five-member 'enforcement task force' to ensure that directions regarding air pollution control are implemented.
Read More"
1160,INDIA TODAY,https://www.indiatoday.in/programme/first-up/video/omicron-india-covid-variant-delhi-air-quality-severe-1883613-2021-12-03?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Omicron Covid-19 variant reaches India; Delhi air quality remains 'severe'; more,,"On Thursday, the Union health ministry confirmed two cases of the Omicron variant of coronavirus in India. Both cases were detected in Karnataka. The central and state governments have put in place travel restrictions to contain the spread of the new variant.
Read More"
1161,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-government-air-pollution-supreme-court-affidavit-1883588-2021-12-03?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Schools closed due to air pollution, hospitals being built: Delhi govt files affidavit in SC","UPDATED: Dec 3, 2021 09:31 IST",Listen to Story
1162,INDIA TODAY,https://www.indiatoday.in/india/video/delhi-air-quality-severe-supreme-court-hear-matter-1883568-2021-12-03?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi's air quality remains 'severe', Supreme Court to hear matter today | Watch",,"Air pollution continues to choke Delhi with the air quality index (AQI) remaining in the 'severe' category on Friday morning. The Delhi government decided on Thursday to keep schools shut until further orders.
Read More"
1163,INDIA TODAY,https://www.indiatoday.in/india/video/delhi-govt-shuts-schools-until-further-notice-supreme-court-rap-1883346-2021-12-02?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi govt shuts schools until further notice after Supreme Court rap,,"The Delhi government ordered schools in the capital to be shut from Friday until further notice, shortly after a rap from the Supreme Court on the pollution crisis. The court questioned the AAP government for its decision to reopen schools amid poor air quality in Delhi-NCR when adults are still working from home.
Read More"
1164,INDIA TODAY,https://www.indiatoday.in/education-today/news/story/delhi-schools-to-shut-from-tomorrow-till-further-orders-1883295-2021-12-02?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi schools to shut from tomorrow till further orders,"UPDATED: Dec 2, 2021 15:21 IST",Listen to Story
1165,INDIA TODAY,https://www.indiatoday.in/newsmo/video/delhi-pollution-are-delivery-agents-worst-affected-1883266-2021-12-02?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi Pollution: Are Delhi's Delivery Agents The Worst Affected By Rising Air Pollution?,,"Every year Delhi makes news for its toxic air quality. While the government cautions the public to stay indoors for safety, there is a section that is constantly being subjected to this pollution in order to deliver essential items to us, the delivery agents. How Delhi pollution affects their life? Watch this to find out.
Read More"
1166,INDIA TODAY,https://www.indiatoday.in/law/story/supreme-court-delhi-govt-reopening-schools-air-pollution-1883226-2021-12-02?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,SC raps Delhi govt for reopening schools despite rising air pollution,"UPDATED: Dec 2, 2021 14:39 IST",Listen to Story
1167,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-air-quality-severe-very-poor-aqi-noida-ncr-1883191-2021-12-02?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi's pollution worsens, air quality 'severe' in many parts","UPDATED: Dec 2, 2021 10:27 IST",Listen to Story
1168,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-air-quality-november-worst-for-the-month-seven-years-1882729-2021-12-01?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi's air quality this November worst for the month in seven years,"UPDATED: Dec 1, 2021 08:10 IST",Listen to Story
1169,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/air-pollution-still-severe-but-situation-improving-since-2019-govt-to-parliament-1882237-2021-11-29?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Air pollution still severe, but situation improving since 2019: Govt to Parliament","UPDATED: Nov 29, 2021 20:12 IST",Listen to Story
1170,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-schools-reopen-all-classes-air-quality-very-poor-1881941-2021-11-29?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi schools reopen for all classes, air quality in city remains 'very poor'","UPDATED: Nov 29, 2021 08:43 IST",Listen to Story
1171,INDIA TODAY,https://www.indiatoday.in/india/story/parliamentary-panel-urban-development-delhi-air-pollution-centre-states-1881385-2021-11-27?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Parliamentary panel takes stock of pollution, seeks better coordination between Centre, states","UPDATED: Nov 27, 2021 03:00 IST",Listen to Story
1172,INDIA TODAY,https://www.indiatoday.in/magazine/state-of-the-states/story/20211206-chhattisgarh-most-improved-big-state-in-environment-1880824-2021-11-26?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Most improved big state in environment: Chhattisgarh,"ISSUE DATE: Dec 6, 2021","Mining of mineral resources such as coal, iron ore and dolomite, of which Chhattisgarh is a leading producer, has given a big boost to mineral-based industries in the state and augmented people’s incomes. While this has worsened air and water pollution and thrown up solid waste management challenges, the Chhattisgarh Environment Conservation Board (CESB) has been at the forefront of battling the problem."
1173,INDIA TODAY,https://www.indiatoday.in/cities/noida/story/noida-air-quality-deteriorates-to-very-poor-category-as-wind-speed-drops-1880750-2021-11-25?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Noida's air quality deteriorates to 'very poor' category as wind speed drops,"UPDATED: Nov 25, 2021 17:14 IST",Listen to Story
1174,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/sc-reimposes-construction-ban-after-taking-note-of-air-quality-1880642-2021-11-25?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi: Supreme Court reimposes construction ban after taking note of air quality,"UPDATED: Nov 25, 2021 13:43 IST",Listen to Story
1175,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-air-quality-very-poor-as-mercury-windspeed-dip-1880435-2021-11-24?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi's air quality 'very poor' as mercury, windspeed dip","UPDATED: Nov 24, 2021 21:23 IST",Listen to Story
1176,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/supreme-court-delhi-air-pollution-ncr-states-implement-measures-1880256-2021-11-24?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"SC asks Centre, NCR states to continue with measures to curb pollution","UPDATED: Nov 24, 2021 13:38 IST",Listen to Story
1177,INDIA TODAY,https://www.indiatoday.in/education-today/news/story/parents-write-to-delhi-lg-seeking-reopening-of-closed-schools-due-to-degrading-air-quality-1880150-2021-11-24?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Parents write to Delhi LG seeking reopening of closed schools due to degrading air quality,"UPDATED: Nov 24, 2021 10:14 IST",Listen to Story
1178,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/air-pollution-strong-winds-bring-temporary-relief-in-delhi-aqi-improves-1879728-2021-11-23?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Air pollution: Strong winds bring temporary relief in Delhi; AQI improves,"UPDATED: Nov 23, 2021 05:42 IST",Listen to Story
1179,INDIA TODAY,https://www.indiatoday.in/india/video/delhi-govt-ban-on-entry-trucks-wfh-employees-air-pollution-1879610-2021-11-22?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi govt extends ban on entry of trucks, orders WFH for its employees to combat air pollution",,"To combat air pollution, the Delhi government has extended the ban on the entry of trucks carrying non-essential items into the city and has ordered work from home for its employees till November 26.
Read More"
1180,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/air-pollution-delhi-lifts-ban-on-construction-call-on-school-reopening-on-nov-24-1879682-2021-11-22?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Air pollution: Delhi lifts ban on construction; call on school reopening on Nov 24,"UPDATED: Nov 22, 2021 22:40 IST",Listen to Story
1181,INDIA TODAY,https://www.indiatoday.in/education-today/news/story/delhi-government-to-review-on-the-decision-of-reopening-schools-and-colleges-from-november-24-1879560-2021-11-22?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi government to review decision to reopen schools, colleges on November 24","UPDATED: Nov 22, 2021 17:55 IST",Listen to Story
1182,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-air-remains-very-poor-govt-extends-ban-entry-trucks-orders-wfh-employees-1879344-2021-11-22?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi air remains 'very poor'; govt extends ban on entry of trucks, orders WFH for its employees","UPDATED: Nov 22, 2021 08:38 IST",Listen to Story
1183,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-wfh-for-govt-employees-ban-entry-trucks-extended-till-november-26-1879316-2021-11-22?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi: WFH for govt employees, ban on entry of trucks extended till November 26","UPDATED: Nov 22, 2021 00:28 IST",Listen to Story
1184,INDIA TODAY,https://www.indiatoday.in/newsmo/video/delhi-air-pollution-no-government-facilities-for-homeless-people-1879251-2021-11-21?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi Air Pollution: No Government Facilities For Homeless People?,,"From shutting down schools and colleges to moving back to work from home facilities, Delhi govt has come up with certain solutions to help people breathe easily. But what about homeless people? Don't they have right to breathe clean air?
Read More"
1185,INDIA TODAY,https://www.indiatoday.in/cities/gurugram/story/no-relief-for-gurugram-residents-as-air-quality-remains-very-poor-for-sixth-consecutive-day-1879166-2021-11-21?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,No relief for Gurugram residents as air quality remains 'very poor' for sixth consecutive day,"UPDATED: Nov 21, 2021 14:28 IST",Listen to Story
1186,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-pollution-ddma-passengers-metro-buses-road-traffic-1879040-2021-11-20?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi pollution: DDMA allows standing passengers in Metro, buses to reduce road traffic","UPDATED: Nov 20, 2021 22:00 IST",Listen to Story
1187,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-air-quality-remains-very-poor-minimum-temp-1878803-2021-11-20?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi air quality remains 'very poor'; minimum temp 10.9°C,"UPDATED: Nov 20, 2021 00:26 IST",Listen to Story
1188,INDIA TODAY,https://www.indiatoday.in/world/story/air-pollution-pakistan-smog-covid-symptoms-red-eyes-breathing-troubles-1878420-2021-11-19?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,'We thought he had Covid but it was smog': Life in polluted Pakistan,"UPDATED: Nov 19, 2021 09:00 IST",Listen to Story
1189,INDIA TODAY,https://www.indiatoday.in/programme/first-up/video/politics-over-karnataka-bitcoin-scam-intensifies-delhi-air-pollution-1878065-2021-11-18?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Watch: Politics over Karnataka Bitcoin scam intensifies; Delhi gasps for breath; and more,,"All this and more in this edition of First Up.
Read More"
1190,INDIA TODAY,https://www.indiatoday.in/coronavirus-outbreak/story/air-pollution-increased-risk-sick-covid-19-study-covid-1878137-2021-11-18?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Air pollution linked to increased risk of getting sick from Covid-19: Study,"UPDATED: Nov 18, 2021 14:00 IST",Listen to Story
1191,INDIA TODAY,https://www.indiatoday.in/india/video/watch-delhi-continues-to-breathe-toxic-air-1878131-2021-11-18?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Watch: Delhi continues to breathe toxic air,,"With levels of air pollution skyrocketing in the national capital, doctors have advised those with respiratory problems to stay indoors as much as possible and avoid early morning walks. Such people have also been advised to wear N95, KN95 or FFP2 masks if they spend time outdoors because of work.
Read More"
1192,INDIA TODAY,https://www.indiatoday.in/india/story/delhi-ncr-air-quality-index-pollution-smog-sale-air-purifiers-increases-1877941-2021-11-18?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"As AQI spikes in Delhi-NCR, so does sale of air purifiers","UPDATED: Nov 18, 2021 13:29 IST",Listen to Story
1193,INDIA TODAY,https://www.indiatoday.in/education-today/news/story/schools-colleges-to-remain-shut-in-ncr-amid-degrading-air-quality-1878022-2021-11-18?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Schools, Colleges to remain shut in NCR amid degrading air quality","UPDATED: Nov 18, 2021 10:57 IST",Listen to Story
1194,INDIA TODAY,https://www.indiatoday.in/india/story/delhi-pollution-central-panel-measures-aqi-sc-blames-bureaucracy-1877926-2021-11-18?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi pollution: Central panel suggests measures to improve AQI, SC pulls up bureaucracy | 10 points","UPDATED: Nov 18, 2021 08:42 IST",Listen to Story
1195,INDIA TODAY,https://www.indiatoday.in/india/story/the-stubble-trouble-how-punjab-risks-being-a-junkyard-of-crop-waste-technology-1877886-2021-11-17?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Stubble trouble: How Punjab risks being a junkyard of crop-waste technology,"UPDATED: Nov 18, 2021 00:18 IST",Listen to Story
1196,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-government-homeless-right-to-breathe-air-pollution-1877898-2021-11-17?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Do Delhi's homeless have a right to breathe?,"UPDATED: Nov 17, 2021 22:17 IST",Listen to Story
1197,INDIA TODAY,https://www.indiatoday.in/cities/mumbai/story/mumbai-air-quality-continues-to-remain-in-poor-category-1877871-2021-11-17?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Mumbai's air quality improves but continues to remain in 'poor' category,"UPDATED: Nov 17, 2021 20:07 IST",Listen to Story
1198,INDIA TODAY,https://www.indiatoday.in/cities/agra/story/air-quality-poor-in-agra-slightly-better-than-last-few-days-1877784-2021-11-17?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Air quality 'poor' in Agra, slightly better than last few days","UPDATED: Nov 17, 2021 17:23 IST",Listen to Story
1199,INDIA TODAY,https://www.indiatoday.in/india/story/tv-debates-causing-more-pollution-cji-raps-media-1877667-2021-11-17?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,'TV debates causing more pollution': CJI raps media during hearing on Delhi's dirty air,"UPDATED: Nov 17, 2021 17:05 IST",Listen to Story
1200,INDIA TODAY,https://www.indiatoday.in/programme/first-up/video/delhi-ncr-schools-colleges-shut-till-further-notice-centre-vs-states-over-bsf-jurisdiction-more-1877619-2021-11-17?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi-NCR schools, colleges shut till further notice; Centre vs states over BSF jurisdiction; more",,"All schools, colleges and educational institutions in Delhi-NCR have been instructed to remain shut until further notice as a result of poor air quality in the national capital region (NCR). Institutions, which were just beginning to open up after remaining closed through the Covid-19 pandemic, will have to revert to the online mode of teaching.
Read More"
1201,INDIA TODAY,https://www.indiatoday.in/india/video/supreme-court-slams-delhi-govt-over-pollution-1877594-2021-11-17?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Supreme Court slams Delhi govt over pollution,,"The central government, in an affidavit filed before the Apex court, cited a scientific study to say that stubble burning accounts for only 4 per cent of Delhi's air pollution (PM 2.5) in winters and 7 per cent in summers.
Read More"
1202,INDIA TODAY,https://www.indiatoday.in/programme/the-burning-question/video/school-colleges-shut-in-delhi-till-further-notice-kangana-stirs-controversy-more-1877647-2021-11-17?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"School, colleges shut in Delhi till further notice; Kangana stirs controversy; more",,"All schools, colleges and educational institutions in Delhi-NCR have been instructed to remain shut until further notice as a result of poor air quality in the national capital region (NCR). Institutions, which were just beginning to open up after remaining closed through the Covid-19 pandemic, will have to revert to the online mode of teaching.
Read More"
1203,INDIA TODAY,https://www.indiatoday.in/india/video/watch-people-sitting-in-5-star-hotels-blame-farmers-but-ignore-firecrackers-says-sc-1877715-2021-11-17?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Watch: People sitting in 5-star hotels blame farmers, but ignore firecrackers, says SC",,"A Supreme Court bench, while hearing the matter of Delhi air pollution on Wednesday, November 17, said that people in Delhi sit in 5- and 7-star hotels and blame farmers for pollution. The Supreme Court said what it is seeing is the plight of farmers.
Read More"
1204,INDIA TODAY,https://www.indiatoday.in/programme/india-s-agenda/video/watch-centre-lists-steps-to-combat-air-pollution-1877691-2021-11-17?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Watch: Centre lists steps to combat air pollution,,"The Commission for Air Quality Management in NCR and Adjoining Areas (CAQM) on Sunday had identified five different areas contributing to the poor air quality — paddy stubble burning, dust from construction and demolition (C&D) activities, dust from roads and open areas; vehicles, and industries.
Read More"
1205,INDIA TODAY,https://www.indiatoday.in/india/story/delhi-ncr-pollution-air-quality-supreme-court-cracker-stubble-burning-1877638-2021-11-17?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi Air Pollution: People sitting in 5-star hotels blame farmers, but ignore firecrackers, says SC","UPDATED: Nov 17, 2021 13:03 IST",Listen to Story
1206,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/ban-on-trucks-entering-delhi-thermal-power-plants-shut-till-november-30-due-to-air-pollution-1877650-2021-11-17?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Ban on trucks entering Delhi, thermal power plants shut till Nov 30 due to air pollution","UPDATED: Nov 17, 2021 12:45 IST",Listen to Story
1207,INDIA TODAY,https://www.indiatoday.in/india/video/delhi-air-emergency-supreme-court-fumes-over-pollution-1877591-2021-11-17?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi air-emergency: Supreme Court fumes over pollution,,"The central government, in an affidavit filed before the Apex court, cited a scientific study to say that stubble burning accounts for only 4 per cent of Delhi's air pollution (PM 2.5) in winters and 7 per cent in summers.
Read More"
1208,INDIA TODAY,https://www.indiatoday.in/india/story/delhi-schools-shut-air-quality-pollution-supreme-court-work-from-home-1877570-2021-11-17?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi-NCR kids back to online learning as pollution forces schools to shut,"UPDATED: Nov 17, 2021 09:56 IST",Listen to Story
1209,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/schools-colleges-delhi-ncr-remain-shut-till-further-notice-poor-air-quality-1877521-2021-11-17?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi-NCR schools, colleges shut till further notice; offices asked to do 50% WFH as air quality dips","UPDATED: Nov 17, 2021 01:08 IST",Listen to Story
1210,INDIA TODAY,https://www.indiatoday.in/programme/india-first/video/pm-inaugurates-purvanchal-expressway-calls-it-a-fast-track-to-up-s-growth-centre-holds-meet-on-air-pollution-more-1877522-2021-11-17?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"PM inaugurates Purvanchal Expressway, calls it a fast-track to UP's growth; Centre holds meet on air pollution; more",,"Prime Minister Narendra Modi on Tuesday inaugurated the 341-km-long Purvanchal Expressway in Uttar Pradesh after landing on the highway airstrip in an IAF C-130 Hercules plane. PM Modi called the Purvanchal Expressway a fast-track to UP's growth.

Read More"
1211,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-traders-frown-over-government-on-proposal-of-possible-lockdown-to-curb-air-pollution-1877440-2021-11-16?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi traders frown over government proposal of possible lockdown to curb air pollution,"UPDATED: Nov 16, 2021 19:23 IST",Listen to Story
1212,INDIA TODAY,https://www.indiatoday.in/india/story/air-pollution-delhi-ncr-how-to-prevent-exposure-to-harmful-particles-1877244-2021-11-16?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Air Pollution: Here's how you can prevent exposure to high levels of PM2.5,"UPDATED: Nov 16, 2021 14:41 IST",Listen to Story
1213,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-ncr-air-pollution-health-problems-doctor-hospital-visit-1877284-2021-11-16?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi pollution impact | 100% jump in patients in a week: Study,"UPDATED: Nov 16, 2021 13:49 IST",Listen to Story
1214,INDIA TODAY,https://www.indiatoday.in/cities/jaipur/story/air-quality-of-jaipur-improves-from-very-poor-to-poor-category-1877282-2021-11-16?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Air quality of Jaipur improves from 'very poor' to 'poor' category,"UPDATED: Nov 16, 2021 13:41 IST",Listen to Story
1215,INDIA TODAY,https://www.indiatoday.in/cities/mumbai/story/air-quality-in-south-mumbai-worse-than-delhi-on-monday-1877274-2021-11-16?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Air quality in South Mumbai worse than Delhi's on Monday,"UPDATED: Nov 16, 2021 13:33 IST",Listen to Story
1216,INDIA TODAY,https://www.indiatoday.in/programme/first-up/video/top-news-pm-modi-to-inaugurate-purvanchal-expressway-sc-directs-centre-to-hold-meeting-on-pollution-1877201-2021-11-16?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,PM Modi to inaugurate Purvanchal Expressway; SC directs Centre to hold meeting on pollution; more,,"Prime Minister Narendra Modi will inaugurate the Puravanchal Expressway on Tuesday, which he said will ""bring with it multiple benefits for UP’s economic and social progress.” The 341-kilometre-long expressway will reduce the travel time between Lucknow to Buxar in Bihar from seven hours to nearly four hours.

And, The Supreme Court on Monday directed the Centre to hold an emergency meeting to chalk out a strategy to control the persistent air pollution in the national capital, Delhi.

Watch for more top news.

Read More"
1217,INDIA TODAY,https://www.indiatoday.in/india/story/congress-white-paper-bjp-aap-steps-tackle-pollution-delhi-1877121-2021-11-16?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Congress demands 'white paper' from BJP, AAP on steps taken to tackle pollution in Delhi","UPDATED: Nov 16, 2021 07:54 IST",Listen to Story
1218,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-air-very-poor-no-improvement-expected-over-next-three-days-1877113-2021-11-16?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Delhi's air very poor, no improvement expected over next 3 days","UPDATED: Nov 16, 2021 07:54 IST",Listen to Story
1219,INDIA TODAY,https://www.indiatoday.in/india/video/delhi-s-air-pollution-should-a-lockdown-be-imposed-in-the-national-capital-1877089-2021-11-15?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Delhi's air pollution: Should a lockdown be imposed in the national capital?,,"As Delhiites combat air pollution, the Centre on Monday told the Supreme Court that drastic measures like lockdown, the introduction of an odd-even scheme, and the ban on truck entry in the national capital need to be taken to check air pollution in Delhi-NCR.



Read More"
1220,INDIA TODAY,https://www.indiatoday.in/programme/news-today/video/sc-raps-kejriwal-govt-centre-over-delhi-s-air-pollution-salman-khurshid-exclusive-more-1877086-2021-11-15?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"SC raps Kejriwal govt, Centre over Delhi's air pollution; Salman Khurshid exclusive; more",,"The Supreme Court slammed the Delhi government and the Centre over the national capital's air emergency. The apex court asked the Modi govt to hold an urgent meeting with the secretaries of Delhi, Punjab, Haryana and Uttar Pradesh.
Read More"
1221,INDIA TODAY,https://www.indiatoday.in/india/story/supreme-court-data-stubble-burning-delhi-air-pollution-1877017-2021-11-15?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,'Cat is out of the bag': SC on data saying stubble burning accounts for only 4% of Delhi's air pollution,"UPDATED: Nov 15, 2021 22:34 IST",Listen to Story
1222,INDIA TODAY,https://www.indiatoday.in/india/video/sc-raps-delhi-government-over-air-pollution-salman-khurshid-s-nainital-house-vandalised-more-1877033-2021-11-15?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,SC raps Delhi government over air pollution; Salman Khurshid's Nainital house vandalised; more,,"The Supreme Court today slammed the Delhi government for ""passing the buck"" to municipal corporations over road sweeping machines and warned that its ""lame excuses"" will compel it to hold an audit inquiry into total revenue earnings and expenditure on advertisements.
Read More"
1223,INDIA TODAY,https://www.indiatoday.in/cities/delhi/story/delhi-air-pollution-asthma-non-smoker-low-oxygen-hospitalised-1876996-2021-11-15?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,Doctors blame Delhi's air pollution after 30-year-old non-smoker hospitalised with low O2 levels,"UPDATED: Nov 15, 2021 18:13 IST",Listen to Story
1224,INDIA TODAY,https://www.indiatoday.in/india/story/delhi-air-pollution-lockdown-supreme-court-1876840-2021-11-15?utm_source=global-search&utm_medium=global-search&utm_campaign=global-search,"Consider work from home, call emergency meet with states in NCR: What SC said on Delhi pollution","UPDATED: Nov 15, 2021 16:38 IST",Listen to Story
